,PassengerId,Survived,Pclass,SibSp,Parch,Fare,Age,Sex_female,Sex_male,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Embarked_C,Embarked_Q,Embarked_S
291,318,0,2,0,0,14.0,54.0,0,1,0,0,1,0,0,0,0,0,0,0,1
292,319,1,1,0,2,164.8667,31.0,1,0,0,0,1,0,0,0,0,0,0,0,1
293,320,1,1,1,1,134.5,40.0,1,0,0,0,0,0,1,0,0,0,1,0,0
294,321,0,3,0,0,7.25,22.0,0,1,0,0,1,0,0,0,0,0,0,0,1
295,322,0,3,0,0,7.8958,27.0,0,1,0,0,1,0,0,0,0,0,0,0,1
296,323,1,2,0,0,12.35,30.0,1,0,0,0,1,0,0,0,0,0,0,1,0
297,324,1,2,1,1,29.0,22.0,1,0,0,0,1,0,0,0,0,0,0,0,1
298,325,0,3,8,2,69.55,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
299,326,1,1,0,0,135.6333,36.0,1,0,0,0,1,0,0,0,0,0,1,0,0
300,328,1,2,0,0,13.0,36.0,1,0,0,0,0,1,0,0,0,0,0,0,1
301,329,1,3,1,1,20.525,31.0,1,0,0,0,1,0,0,0,0,0,0,0,1
302,330,1,1,0,1,57.9792,16.0,1,0,0,1,0,0,0,0,0,0,1,0,0
303,331,1,3,2,0,23.25,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
304,332,0,1,0,0,28.5,45.5,0,1,0,0,1,0,0,0,0,0,0,0,1
305,333,0,1,0,1,153.4625,38.0,0,1,0,0,1,0,0,0,0,0,0,0,1
306,334,0,3,2,0,18.0,16.0,0,1,0,0,1,0,0,0,0,0,0,0,1
307,335,1,1,1,0,133.65,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
308,336,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
309,337,0,1,1,0,66.6,29.0,0,1,0,0,1,0,0,0,0,0,0,0,1
310,338,1,1,0,0,134.5,41.0,1,0,0,0,0,0,1,0,0,0,1,0,0
311,339,1,3,0,0,8.05,45.0,0,1,0,0,1,0,0,0,0,0,0,0,1
312,340,0,1,0,0,35.5,45.0,0,1,0,0,0,0,0,0,0,1,0,0,1
313,342,1,1,3,2,263.0,24.0,1,0,0,0,1,0,0,0,0,0,0,0,1
314,343,0,2,0,0,13.0,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
315,344,0,2,0,0,13.0,25.0,0,1,0,0,1,0,0,0,0,0,0,0,1
316,345,0,2,0,0,13.0,36.0,0,1,0,0,1,0,0,0,0,0,0,0,1
317,346,1,2,0,0,13.0,24.0,1,0,0,0,0,0,0,1,0,0,0,0,1
318,347,1,2,0,0,13.0,40.0,1,0,0,0,1,0,0,0,0,0,0,0,1
319,348,1,3,1,0,16.1,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
320,349,1,3,1,1,15.9,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1
321,350,0,3,0,0,8.6625,42.0,0,1,0,0,1,0,0,0,0,0,0,0,1
322,351,0,3,0,0,9.225,23.0,0,1,0,0,1,0,0,0,0,0,0,0,1
323,352,0,1,0,0,35.0,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
324,353,0,3,1,1,7.2292,15.0,0,1,0,0,1,0,0,0,0,0,1,0,0
325,354,0,3,1,0,17.8,25.0,0,1,0,0,1,0,0,0,0,0,0,0,1
326,355,0,3,0,0,7.225,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
327,356,0,3,0,0,9.5,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
328,357,1,1,0,1,55.0,22.0,1,0,0,0,0,0,1,0,0,0,0,0,1
329,358,0,2,0,0,13.0,38.0,1,0,0,0,1,0,0,0,0,0,0,0,1
330,359,1,3,0,0,7.8792,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
331,360,1,3,0,0,7.8792,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
332,361,0,3,1,4,27.9,40.0,0,1,0,0,1,0,0,0,0,0,0,0,1
333,362,0,2,1,0,27.7208,29.0,0,1,0,0,1,0,0,0,0,0,1,0,0
334,363,0,3,0,1,14.4542,45.0,1,0,0,0,1,0,0,0,0,0,1,0,0
335,364,0,3,0,0,7.05,35.0,0,1,0,0,1,0,0,0,0,0,0,0,1
336,365,0,3,1,0,15.5,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
337,366,0,3,0,0,7.25,30.0,0,1,0,0,1,0,0,0,0,0,0,0,1
338,368,1,3,0,0,7.2292,29.69911764705882,1,0,0,0,1,0,0,0,0,0,1,0,0
339,369,1,3,0,0,7.75,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
340,370,1,1,0,0,69.3,24.0,1,0,0,1,0,0,0,0,0,0,1,0,0
341,371,1,1,1,0,55.4417,25.0,0,1,0,0,0,0,1,0,0,0,1,0,0
342,372,0,3,1,0,6.4958,18.0,0,1,0,0,1,0,0,0,0,0,0,0,1
343,373,0,3,0,0,8.05,19.0,0,1,0,0,1,0,0,0,0,0,0,0,1
344,374,0,1,0,0,135.6333,22.0,0,1,0,0,1,0,0,0,0,0,1,0,0
345,375,0,3,3,1,21.075,3.0,1,0,0,0,1,0,0,0,0,0,0,0,1
346,376,1,1,1,0,82.1708,29.69911764705882,1,0,0,0,1,0,0,0,0,0,1,0,0
347,377,1,3,0,0,7.25,22.0,1,0,0,0,1,0,0,0,0,0,0,0,1
348,378,0,1,0,2,211.5,27.0,0,1,0,0,1,0,0,0,0,0,1,0,0
349,379,0,3,0,0,4.0125,20.0,0,1,0,0,1,0,0,0,0,0,1,0,0
350,380,0,3,0,0,7.775,19.0,0,1,0,0,1,0,0,0,0,0,0,0,1
351,381,1,1,0,0,227.525,42.0,1,0,0,0,1,0,0,0,0,0,1,0,0
352,383,0,3,0,0,7.925,32.0,0,1,0,0,1,0,0,0,0,0,0,0,1
353,384,1,1,1,0,52.0,35.0,1,0,0,0,1,0,0,0,0,0,0,0,1
354,385,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
355,386,0,2,0,0,73.5,18.0,0,1,0,0,1,0,0,0,0,0,0,0,1
356,388,1,2,0,0,13.0,36.0,1,0,0,0,1,0,0,0,0,0,0,0,1
357,389,0,3,0,0,7.7292,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
358,390,1,2,0,0,12.0,17.0,1,0,0,0,1,0,0,0,0,0,1,0,0
359,391,1,1,1,2,120.0,36.0,0,1,0,1,0,0,0,0,0,0,0,0,1
360,392,1,3,0,0,7.7958,21.0,0,1,0,0,1,0,0,0,0,0,0,0,1
361,393,0,3,2,0,7.925,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
362,394,1,1,1,0,113.275,23.0,1,0,0,0,0,1,0,0,0,0,1,0,0
363,395,1,3,0,2,16.7,24.0,1,0,0,0,0,0,0,0,1,0,0,0,1
364,396,0,3,0,0,7.7958,22.0,0,1,0,0,1,0,0,0,0,0,0,0,1
365,397,0,3,0,0,7.8542,31.0,1,0,0,0,1,0,0,0,0,0,0,0,1
366,398,0,2,0,0,26.0,46.0,0,1,0,0,1,0,0,0,0,0,0,0,1
367,399,0,2,0,0,10.5,23.0,0,1,0,0,1,0,0,0,0,0,0,0,1
368,400,1,2,0,0,12.65,28.0,1,0,0,0,1,0,0,0,0,0,0,0,1
369,401,1,3,0,0,7.925,39.0,0,1,0,0,1,0,0,0,0,0,0,0,1
370,402,0,3,0,0,8.05,26.0,0,1,0,0,1,0,0,0,0,0,0,0,1
371,403,0,3,1,0,9.825,21.0,1,0,0,0,1,0,0,0,0,0,0,0,1
372,404,0,3,1,0,15.85,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
373,405,0,3,0,0,8.6625,20.0,1,0,0,0,1,0,0,0,0,0,0,0,1
374,406,0,2,1,0,21.0,34.0,0,1,0,0,1,0,0,0,0,0,0,0,1
375,407,0,3,0,0,7.75,51.0,0,1,0,0,1,0,0,0,0,0,0,0,1
376,408,1,2,1,1,18.75,3.0,0,1,0,0,1,0,0,0,0,0,0,0,1
377,409,0,3,0,0,7.775,21.0,0,1,0,0,1,0,0,0,0,0,0,0,1
378,410,0,3,3,1,25.4667,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
379,411,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
380,412,0,3,0,0,6.8583,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
381,413,1,1,1,0,90.0,33.0,1,0,0,0,1,0,0,0,0,0,0,1,0
382,414,0,2,0,0,0.0,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
383,415,1,3,0,0,7.925,44.0,0,1,0,0,1,0,0,0,0,0,0,0,1
384,416,0,3,0,0,8.05,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
385,417,1,2,1,1,32.5,34.0,1,0,0,0,1,0,0,0,0,0,0,0,1
386,418,1,2,0,2,13.0,18.0,1,0,0,0,1,0,0,0,0,0,0,0,1
387,419,0,2,0,0,13.0,30.0,0,1,0,0,1,0,0,0,0,0,0,0,1
388,420,0,3,0,2,24.15,10.0,1,0,0,0,1,0,0,0,0,0,0,0,1
389,421,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
390,422,0,3,0,0,7.7333,21.0,0,1,0,0,1,0,0,0,0,0,0,1,0
391,423,0,3,0,0,7.875,29.0,0,1,0,0,1,0,0,0,0,0,0,0,1
392,424,0,3,1,1,14.4,28.0,1,0,0,0,1,0,0,0,0,0,0,0,1
393,425,0,3,1,1,20.2125,18.0,0,1,0,0,1,0,0,0,0,0,0,0,1
394,426,0,3,0,0,7.25,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
395,427,1,2,1,0,26.0,28.0,1,0,0,0,1,0,0,0,0,0,0,0,1
396,428,1,2,0,0,26.0,19.0,1,0,0,0,1,0,0,0,0,0,0,0,1
397,429,0,3,0,0,7.75,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
398,430,1,3,0,0,8.05,32.0,0,1,0,0,0,0,1,0,0,0,0,0,1
399,431,1,1,0,0,26.55,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
400,432,1,3,1,0,16.1,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
401,433,1,2,1,0,26.0,42.0,1,0,0,0,1,0,0,0,0,0,0,0,1
402,434,0,3,0,0,7.125,17.0,0,1,0,0,1,0,0,0,0,0,0,0,1
403,435,0,1,1,0,55.9,50.0,0,1,0,0,0,0,1,0,0,0,0,0,1
404,436,1,1,1,2,120.0,14.0,1,0,0,1,0,0,0,0,0,0,0,0,1
405,437,0,3,2,2,34.375,21.0,1,0,0,0,1,0,0,0,0,0,0,0,1
406,438,1,2,2,3,18.75,24.0,1,0,0,0,1,0,0,0,0,0,0,0,1
407,440,0,2,0,0,10.5,31.0,0,1,0,0,1,0,0,0,0,0,0,0,1
408,441,1,2,1,1,26.25,45.0,1,0,0,0,1,0,0,0,0,0,0,0,1
409,442,0,3,0,0,9.5,20.0,0,1,0,0,1,0,0,0,0,0,0,0,1
410,443,0,3,1,0,7.775,25.0,0,1,0,0,1,0,0,0,0,0,0,0,1
411,444,1,2,0,0,13.0,28.0,1,0,0,0,1,0,0,0,0,0,0,0,1
412,445,1,3,0,0,8.1125,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
413,446,1,1,0,2,81.8583,4.0,0,1,1,0,0,0,0,0,0,0,0,0,1
414,447,1,2,0,1,19.5,13.0,1,0,0,0,1,0,0,0,0,0,0,0,1
415,448,1,1,0,0,26.55,34.0,0,1,0,0,1,0,0,0,0,0,0,0,1
416,449,1,3,2,1,19.2583,5.0,1,0,0,0,1,0,0,0,0,0,1,0,0
417,450,1,1,0,0,30.5,52.0,0,1,0,0,1,0,0,0,0,0,0,0,1
418,451,0,2,1,2,27.75,36.0,0,1,0,0,1,0,0,0,0,0,0,0,1
419,452,0,3,1,0,19.9667,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
420,453,0,1,0,0,27.75,30.0,0,1,0,0,1,0,0,0,0,0,1,0,0
421,454,1,1,1,0,89.1042,49.0,0,1,0,0,1,0,0,0,0,0,1,0,0
422,455,0,3,0,0,8.05,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
423,456,1,3,0,0,7.8958,29.0,0,1,0,0,1,0,0,0,0,0,1,0,0
424,458,1,1,1,0,51.8625,29.69911764705882,1,0,0,0,0,1,0,0,0,0,0,0,1
425,459,1,2,0,0,10.5,50.0,1,0,0,0,1,0,0,0,0,0,0,0,1
426,460,0,3,0,0,7.75,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
427,461,1,1,0,0,26.55,48.0,0,1,0,0,0,0,1,0,0,0,0,0,1
428,462,0,3,0,0,8.05,34.0,0,1,0,0,1,0,0,0,0,0,0,0,1
429,463,0,1,0,0,38.5,47.0,0,1,0,0,0,0,1,0,0,0,0,0,1
430,464,0,2,0,0,13.0,48.0,0,1,0,0,1,0,0,0,0,0,0,0,1
431,465,0,3,0,0,8.05,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
432,466,0,3,0,0,7.05,38.0,0,1,0,0,1,0,0,0,0,0,0,0,1
433,467,0,2,0,0,0.0,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
434,469,0,3,0,0,7.725,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
435,471,0,3,0,0,7.25,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
436,472,0,3,0,0,8.6625,38.0,0,1,0,0,1,0,0,0,0,0,0,0,1
437,473,1,2,1,2,27.75,33.0,1,0,0,0,1,0,0,0,0,0,0,0,1
438,474,1,2,0,0,13.7917,23.0,1,0,0,0,0,1,0,0,0,0,1,0,0
439,475,0,3,0,0,9.8375,22.0,1,0,0,0,1,0,0,0,0,0,0,0,1
440,476,0,1,0,0,52.0,29.69911764705882,0,1,1,0,0,0,0,0,0,0,0,0,1
441,477,0,2,1,0,21.0,34.0,0,1,0,0,1,0,0,0,0,0,0,0,1
442,478,0,3,1,0,7.0458,29.0,0,1,0,0,1,0,0,0,0,0,0,0,1
443,479,0,3,0,0,7.5208,22.0,0,1,0,0,1,0,0,0,0,0,0,0,1
444,481,0,3,5,2,46.9,9.0,0,1,0,0,1,0,0,0,0,0,0,0,1
445,482,0,2,0,0,0.0,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
446,483,0,3,0,0,8.05,50.0,0,1,0,0,1,0,0,0,0,0,0,0,1
447,485,1,1,1,0,91.0792,25.0,0,1,0,1,0,0,0,0,0,0,1,0,0
448,486,0,3,3,1,25.4667,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
449,487,1,1,1,0,90.0,35.0,1,0,0,0,1,0,0,0,0,0,0,0,1
450,489,0,3,0,0,8.05,30.0,0,1,0,0,1,0,0,0,0,0,0,0,1
451,490,1,3,1,1,15.9,9.0,0,1,0,0,1,0,0,0,0,0,0,0,1
452,491,0,3,1,0,19.9667,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
453,492,0,3,0,0,7.25,21.0,0,1,0,0,1,0,0,0,0,0,0,0,1
454,495,0,3,0,0,8.05,21.0,0,1,0,0,1,0,0,0,0,0,0,0,1
455,496,0,3,0,0,14.4583,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
456,497,1,1,1,0,78.2667,54.0,1,0,0,0,0,1,0,0,0,0,1,0,0
457,498,0,3,0,0,15.1,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
458,499,0,1,1,2,151.55,25.0,1,0,0,0,1,0,0,0,0,0,0,0,1
459,500,0,3,0,0,7.7958,24.0,0,1,0,0,1,0,0,0,0,0,0,0,1
460,501,0,3,0,0,8.6625,17.0,0,1,0,0,1,0,0,0,0,0,0,0,1
461,502,0,3,0,0,7.75,21.0,1,0,0,0,1,0,0,0,0,0,0,1,0
462,503,0,3,0,0,7.6292,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
463,504,0,3,0,0,9.5875,37.0,1,0,0,0,1,0,0,0,0,0,0,0,1
464,505,1,1,0,0,86.5,16.0,1,0,0,1,0,0,0,0,0,0,0,0,1
465,506,0,1,1,0,108.9,18.0,0,1,0,0,1,0,0,0,0,0,1,0,0
466,507,1,2,0,2,26.0,33.0,1,0,0,0,1,0,0,0,0,0,0,0,1
467,508,1,1,0,0,26.55,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
468,509,0,3,0,0,22.525,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
469,510,1,3,0,0,56.4958,26.0,0,1,0,0,1,0,0,0,0,0,0,0,1
470,511,1,3,0,0,7.75,29.0,0,1,0,0,1,0,0,0,0,0,0,1,0
471,512,0,3,0,0,8.05,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
472,513,1,1,0,0,26.2875,36.0,0,1,0,0,0,0,1,0,0,0,0,0,1
473,514,1,1,1,0,59.4,54.0,1,0,0,0,1,0,0,0,0,0,1,0,0
474,515,0,3,0,0,7.4958,24.0,0,1,0,0,1,0,0,0,0,0,0,0,1
475,516,0,1,0,0,34.0208,47.0,0,1,0,0,0,1,0,0,0,0,0,0,1
476,517,1,2,0,0,10.5,34.0,1,0,0,0,0,0,0,1,0,0,0,0,1
477,518,0,3,0,0,24.15,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
478,519,1,2,1,0,26.0,36.0,1,0,0,0,1,0,0,0,0,0,0,0,1
479,520,0,3,0,0,7.8958,32.0,0,1,0,0,1,0,0,0,0,0,0,0,1
480,521,1,1,0,0,93.5,30.0,1,0,0,1,0,0,0,0,0,0,0,0,1
481,522,0,3,0,0,7.8958,22.0,0,1,0,0,1,0,0,0,0,0,0,0,1
482,523,0,3,0,0,7.225,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
483,524,1,1,0,1,57.9792,44.0,1,0,0,1,0,0,0,0,0,0,1,0,0
484,525,0,3,0,0,7.2292,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
485,526,0,3,0,0,7.75,40.5,0,1,0,0,1,0,0,0,0,0,0,1,0
486,527,1,2,0,0,10.5,50.0,1,0,0,0,1,0,0,0,0,0,0,0,1
487,528,0,1,0,0,221.7792,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
488,529,0,3,0,0,7.925,39.0,0,1,0,0,1,0,0,0,0,0,0,0,1
489,530,0,2,2,1,11.5,23.0,0,1,0,0,1,0,0,0,0,0,0,0,1
490,532,0,3,0,0,7.2292,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
491,533,0,3,1,1,7.2292,17.0,0,1,0,0,1,0,0,0,0,0,1,0,0
492,534,1,3,0,2,22.3583,29.69911764705882,1,0,0,0,1,0,0,0,0,0,1,0,0
493,535,0,3,0,0,8.6625,30.0,1,0,0,0,1,0,0,0,0,0,0,0,1
494,536,1,2,0,2,26.25,7.0,1,0,0,0,1,0,0,0,0,0,0,0,1
495,537,0,1,0,0,26.55,45.0,0,1,0,1,0,0,0,0,0,0,0,0,1
496,538,1,1,0,0,106.425,30.0,1,0,0,0,1,0,0,0,0,0,1,0,0
497,539,0,3,0,0,14.5,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
498,540,1,1,0,2,49.5,22.0,1,0,0,1,0,0,0,0,0,0,1,0,0
499,541,1,1,0,2,71.0,36.0,1,0,0,1,0,0,0,0,0,0,0,0,1
500,542,0,3,4,2,31.275,9.0,1,0,0,0,1,0,0,0,0,0,0,0,1
501,543,0,3,4,2,31.275,11.0,1,0,0,0,1,0,0,0,0,0,0,0,1
502,544,1,2,1,0,26.0,32.0,0,1,0,0,1,0,0,0,0,0,0,0,1
503,545,0,1,1,0,106.425,50.0,0,1,0,0,1,0,0,0,0,0,1,0,0
504,547,1,2,1,0,26.0,19.0,1,0,0,0,1,0,0,0,0,0,0,0,1
505,548,1,2,0,0,13.8625,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
506,549,0,3,1,1,20.525,33.0,0,1,0,0,1,0,0,0,0,0,0,0,1
507,550,1,2,1,1,36.75,8.0,0,1,0,0,1,0,0,0,0,0,0,0,1
508,551,1,1,0,2,110.8833,17.0,0,1,0,0,1,0,0,0,0,0,1,0,0
509,552,0,2,0,0,26.0,27.0,0,1,0,0,1,0,0,0,0,0,0,0,1
510,553,0,3,0,0,7.8292,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
511,554,1,3,0,0,7.225,22.0,0,1,0,0,1,0,0,0,0,0,1,0,0
512,555,1,3,0,0,7.775,22.0,1,0,0,0,1,0,0,0,0,0,0,0,1
513,557,1,1,1,0,39.6,48.0,1,0,1,0,0,0,0,0,0,0,1,0,0
514,558,0,1,0,0,227.525,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
515,559,1,1,1,1,79.65,39.0,1,0,0,0,0,0,1,0,0,0,0,0,1
516,560,1,3,1,0,17.4,36.0,1,0,0,0,1,0,0,0,0,0,0,0,1
517,561,0,3,0,0,7.75,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
518,562,0,3,0,0,7.8958,40.0,0,1,0,0,1,0,0,0,0,0,0,0,1
519,563,0,2,0,0,13.5,28.0,0,1,0,0,1,0,0,0,0,0,0,0,1
520,564,0,3,0,0,8.05,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
521,565,0,3,0,0,8.05,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
522,566,0,3,2,0,24.15,24.0,0,1,0,0,1,0,0,0,0,0,0,0,1
523,567,0,3,0,0,7.8958,19.0,0,1,0,0,1,0,0,0,0,0,0,0,1
524,568,0,3,0,4,21.075,29.0,1,0,0,0,1,0,0,0,0,0,0,0,1
525,569,0,3,0,0,7.2292,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
526,570,1,3,0,0,7.8542,32.0,0,1,0,0,1,0,0,0,0,0,0,0,1
527,572,1,1,2,0,51.4792,53.0,1,0,0,0,1,0,0,0,0,0,0,0,1
528,573,1,1,0,0,26.3875,36.0,0,1,0,0,0,0,1,0,0,0,0,0,1
529,574,1,3,0,0,7.75,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
530,575,0,3,0,0,8.05,16.0,0,1,0,0,1,0,0,0,0,0,0,0,1
531,576,0,3,0,0,14.5,19.0,0,1,0,0,1,0,0,0,0,0,0,0,1
532,577,1,2,0,0,13.0,34.0,1,0,0,0,1,0,0,0,0,0,0,0,1
533,578,1,1,1,0,55.9,39.0,1,0,0,0,0,0,1,0,0,0,0,0,1
534,579,0,3,1,0,14.4583,29.69911764705882,1,0,0,0,1,0,0,0,0,0,1,0,0
535,580,1,3,0,0,7.925,32.0,0,1,0,0,1,0,0,0,0,0,0,0,1
536,581,1,2,1,1,30.0,25.0,1,0,0,0,1,0,0,0,0,0,0,0,1
537,582,1,1,1,1,110.8833,39.0,1,0,0,0,1,0,0,0,0,0,1,0,0
538,583,0,2,0,0,26.0,54.0,0,1,0,0,1,0,0,0,0,0,0,0,1
539,584,0,1,0,0,40.125,36.0,0,1,1,0,0,0,0,0,0,0,1,0,0
540,585,0,3,0,0,8.7125,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
541,586,1,1,0,2,79.65,18.0,1,0,0,0,0,0,1,0,0,0,0,0,1
542,587,0,2,0,0,15.0,47.0,0,1,0,0,1,0,0,0,0,0,0,0,1
543,589,0,3,0,0,8.05,22.0,0,1,0,0,1,0,0,0,0,0,0,0,1
544,590,0,3,0,0,8.05,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
545,591,0,3,0,0,7.125,35.0,0,1,0,0,1,0,0,0,0,0,0,0,1
546,592,1,1,1,0,78.2667,52.0,1,0,0,0,0,1,0,0,0,0,1,0,0
547,593,0,3,0,0,7.25,47.0,0,1,0,0,1,0,0,0,0,0,0,0,1
548,594,0,3,0,2,7.75,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
549,595,0,2,1,0,26.0,37.0,0,1,0,0,1,0,0,0,0,0,0,0,1
550,596,0,3,1,1,24.15,36.0,0,1,0,0,1,0,0,0,0,0,0,0,1
551,597,1,2,0,0,33.0,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,0,1
552,598,0,3,0,0,0.0,49.0,0,1,0,0,1,0,0,0,0,0,0,0,1
553,599,0,3,0,0,7.225,29.69911764705882,0,1,0,0,1,0,0,0,0,0,1,0,0
554,600,1,1,1,0,56.9292,49.0,0,1,1,0,0,0,0,0,0,0,1,0,0
555,601,1,2,2,1,27.0,24.0,1,0,0,0,1,0,0,0,0,0,0,0,1
556,602,0,3,0,0,7.8958,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
557,603,0,1,0,0,42.4,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
558,604,0,3,0,0,8.05,44.0,0,1,0,0,1,0,0,0,0,0,0,0,1
559,605,1,1,0,0,26.55,35.0,0,1,0,0,1,0,0,0,0,0,1,0,0
560,606,0,3,1,0,15.55,36.0,0,1,0,0,1,0,0,0,0,0,0,0,1
561,607,0,3,0,0,7.8958,30.0,0,1,0,0,1,0,0,0,0,0,0,0,1
562,608,1,1,0,0,30.5,27.0,0,1,0,0,1,0,0,0,0,0,0,0,1
563,609,1,2,1,2,41.5792,22.0,1,0,0,0,1,0,0,0,0,0,1,0,0
564,610,1,1,0,0,153.4625,40.0,1,0,0,0,1,0,0,0,0,0,0,0,1
565,611,0,3,1,5,31.275,39.0,1,0,0,0,1,0,0,0,0,0,0,0,1
566,612,0,3,0,0,7.05,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,0,1
567,613,1,3,1,0,15.5,29.69911764705882,1,0,0,0,1,0,0,0,0,0,0,1,0
568,614,0,3,0,0,7.75,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
569,615,0,3,0,0,8.05,35.0,0,1,0,0,1,0,0,0,0,0,0,0,1
570,616,1,2,1,2,65.0,24.0,1,0,0,0,1,0,0,0,0,0,0,0,1
571,617,0,3,1,1,14.4,34.0,0,1,0,0,1,0,0,0,0,0,0,0,1
572,618,0,3,1,0,16.1,26.0,1,0,0,0,1,0,0,0,0,0,0,0,1
573,619,1,2,2,1,39.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1
574,620,0,2,0,0,10.5,26.0,0,1,0,0,1,0,0,0,0,0,0,0,1
575,621,0,3,1,0,14.4542,27.0,0,1,0,0,1,0,0,0,0,0,1,0,0
576,622,1,1,1,0,52.5542,42.0,0,1,0,0,0,1,0,0,0,0,0,0,1
577,623,1,3,1,1,15.7417,20.0,0,1,0,0,1,0,0,0,0,0,1,0,0
578,624,0,3,0,0,7.8542,21.0,0,1,0,0,1,0,0,0,0,0,0,0,1
579,625,0,3,0,0,16.1,21.0,0,1,0,0,1,0,0,0,0,0,0,0,1
580,628,1,1,0,0,77.9583,21.0,1,0,0,0,0,1,0,0,0,0,0,0,1
581,629,0,3,0,0,7.8958,26.0,0,1,0,0,1,0,0,0,0,0,0,0,1
582,630,0,3,0,0,7.7333,29.69911764705882,0,1,0,0,1,0,0,0,0,0,0,1,0
583,632,0,3,0,0,7.0542,51.0,0,1,0,0,1,0,0,0,0,0,0,0,1
